Image_Number,Human1,Human2,Human3,Human4,Human5,Human6,Human7,Human8,Human9,Human10,Human11,Human12,Human13,Human14,Human15,Human16,Human17,Human18,Human19,Human20,Aura
269213,12.62,4.35,2.93,20.05,6.02,5.88,14.89,6.72,,,,,,,,,,,,,9.18
291889,121.87,171.87,,,,,,,,,,,,,,,,,,,146.87
423223,113.06,70.09,54.50,,,,,,,,,,,,,,,,,,79.22
395552,15.81,,,,,,,,,,,,,,,,,,,,15.81
172490,165.16,,,,,,,,,,,,,,,,,,,,165.16
123935,64.00,84.91,52.85,,,,,,,,,,,,,,,,,,67.25
288194,257.38,,,,,,,,,,,,,,,,,,,,257.38
581354,86.03,221.69,,,,,,,,,,,,,,,,,,,153.86
381472,48.08,39.93,59.58,,,,,,,,,,,,,,,,,,49.20
477785,27.70,32.96,26.46,,,,,,,,,,,,,,,,,,29.04
187978,55.10,,,,,,,,,,,,,,,,,,,,55.10
64470,514.21,,,,,,,,,,,,,,,,,,,,514.21
160423,47.20,30.44,,,,,,,,,,,,,,,,,,,38.82
119294,24.77,34.63,11.90,15.59,,,,,,,,,,,,,,,,,21.72
480295,535.50,144.54,16.82,,,,,,,,,,,,,,,,,,232.29
489199,312.78,,,,,,,,,,,,,,,,,,,,312.78
240439,32.23,,,,,,,,,,,,,,,,,,,,32.23
197120,7.39,,,,,,,,,,,,,,,,,,,,7.39
519942,70.21,20.76,14.66,19.28,,,,,,,,,,,,,,,,,31.23
540989,262.88,196.34,136.63,,,,,,,,,,,,,,,,,,198.62
524679,99.28,19.67,17.15,,,,,,,,,,,,,,,,,,45.37
448547,44.13,85.55,67.96,40.99,45.57,12.13,15.97,18.56,4.94,18.91,,,,,,,,,,,35.47
12574,256.00,,,,,,,,,,,,,,,,,,,,256.00
239119,218.60,,,,,,,,,,,,,,,,,,,,218.60
366282,178.38,,,,,,,,,,,,,,,,,,,,178.38
580212,331.21,,,,,,,,,,,,,,,,,,,,331.21
103437,463.13,210.62,,,,,,,,,,,,,,,,,,,336.88
449776,133.44,209.01,58.50,294.70,,,,,,,,,,,,,,,,,173.91
118605,407.40,,,,,,,,,,,,,,,,,,,,407.40
179874,238.51,80.13,43.87,99.69,201.71,104.37,87.80,38.47,,,,,,,,,,,,,111.82
357568,33.44,28.69,18.73,14.80,24.21,32.99,28.14,9.75,8.73,8.76,,,,,,,,,,,20.82
33698,46.88,14.71,7.66,26.60,12.97,23.28,21.54,10.25,16.93,,,,,,,,,,,,20.09
138891,21.36,59.78,20.79,,,,,,,,,,,,,,,,,,33.98
86032,242.42,55.77,66.57,,,,,,,,,,,,,,,,,,121.59
495633,47.65,23.75,29.51,26.20,13.78,7.80,4.13,,,,,,,,,,,,,,21.83
236611,35.61,23.82,18.43,20.48,22.68,22.76,71.21,25.10,37.58,25.75,31.35,26.59,11.07,24.00,,,,,,,28.32
534000,51.12,,,,,,,,,,,,,,,,,,,,51.12
350514,73.26,57.66,74.76,51.13,51.77,,,,,,,,,,,,,,,,61.72
338745,23.28,15.88,15.91,14.72,12.51,18.64,8.38,23.12,10.16,12.92,7.46,43.22,,,,,,,,,17.18
450455,281.20,,,,,,,,,,,,,,,,,,,,281.20
155806,295.18,171.17,42.02,,,,,,,,,,,,,,,,,,169.46
475580,86.71,13.74,10.17,11.75,9.00,4.89,3.21,,,,,,,,,,,,,,19.92
186906,305.55,12.94,44.76,15.40,85.24,,,,,,,,,,,,,,,,92.78
87525,252.06,397.12,,,,,,,,,,,,,,,,,,,324.59
84594,374.20,194.81,,,,,,,,,,,,,,,,,,,284.50
548652,47.18,60.87,,,,,,,,,,,,,,,,,,,54.02
188972,50.43,32.22,39.51,25.97,12.76,40.46,,,,,,,,,,,,,,,33.56
268084,67.04,68.50,,,,,,,,,,,,,,,,,,,67.77
189750,221.81,,,,,,,,,,,,,,,,,,,,221.81
116480,47.46,67.28,67.33,,,,,,,,,,,,,,,,,,60.69
237002,25.66,8.02,10.02,10.09,3.50,2.41,2.97,2.16,1.78,,,,,,,,,,,,7.40
158713,88.15,117.53,137.50,,,,,,,,,,,,,,,,,,114.39
52562,43.48,32.09,28.16,34.74,,,,,,,,,,,,,,,,,34.62
363346,58.72,18.53,15.14,3.35,,,,,,,,,,,,,,,,,23.93
339734,65.19,89.77,117.40,11.80,9.78,9.06,8.07,13.81,13.93,,,,,,,,,,,,37.65
160433,30.74,41.09,,,,,,,,,,,,,,,,,,,35.91
494089,150.70,,,,,,,,,,,,,,,,,,,,150.70
418028,201.38,29.76,,,,,,,,,,,,,,,,,,,115.57
152036,608.05,,,,,,,,,,,,,,,,,,,,608.05
383828,304.17,,,,,,,,,,,,,,,,,,,,304.17
411263,114.58,83.32,101.79,28.84,30.16,23.32,51.51,,,,,,,,,,,,,,61.93
332722,415.32,,,,,,,,,,,,,,,,,,,,415.32
509555,216.77,321.38,,,,,,,,,,,,,,,,,,,269.07
302241,60.41,40.12,,,,,,,,,,,,,,,,,,,50.27
367792,273.11,267.75,,,,,,,,,,,,,,,,,,,270.43
527557,19.50,,,,,,,,,,,,,,,,,,,,19.50
508140,157.72,72.54,24.42,50.04,19.09,64.61,32.67,,,,,,,,,,,,,,60.16
96463,149.71,,,,,,,,,,,,,,,,,,,,149.71
376757,45.07,39.55,53.02,35.72,30.93,168.09,33.02,,,,,,,,,,,,,,57.91
343752,41.23,13.96,10.39,13.76,,,,,,,,,,,,,,,,,19.84
88802,47.14,29.11,26.85,27.52,10.69,7.66,,,,,,,,,,,,,,,24.83
231714,380.91,,,,,,,,,,,,,,,,,,,,380.91
271182,34.08,29.77,24.36,33.31,15.76,23.10,20.81,22.39,22.96,19.69,,,,,,,,,,,24.62
52756,67.06,23.97,,,,,,,,,,,,,,,,,,,45.52
212903,93.39,42.95,,,,,,,,,,,,,,,,,,,68.17
472814,33.99,,,,,,,,,,,,,,,,,,,,33.99
352412,162.91,,,,,,,,,,,,,,,,,,,,162.91
28503,20.90,,,,,,,,,,,,,,,,,,,,20.90
102306,19.21,83.08,73.20,9.17,13.74,13.51,11.91,12.61,5.50,6.56,12.34,,,,,,,,,,23.71
94837,111.07,121.04,42.30,36.05,33.00,19.86,33.68,7.51,11.95,10.83,10.07,91.28,15.50,,,,,,,,41.86
42169,156.90,,,,,,,,,,,,,,,,,,,,156.90
464340,113.28,199.37,20.31,,,,,,,,,,,,,,,,,,110.99
62336,256.48,385.49,,,,,,,,,,,,,,,,,,,320.99
138567,360.60,,,,,,,,,,,,,,,,,,,,360.60
380252,593.51,,,,,,,,,,,,,,,,,,,,593.51
515309,306.92,34.31,,,,,,,,,,,,,,,,,,,170.62
528687,390.00,123.74,30.80,,,,,,,,,,,,,,,,,,181.51
81894,16.76,13.20,19.52,,,,,,,,,,,,,,,,,,16.49
31329,252.90,,,,,,,,,,,,,,,,,,,,252.90
2754,116.39,,,,,,,,,,,,,,,,,,,,116.39
459347,51.30,21.96,11.84,45.88,,,,,,,,,,,,,,,,,32.74
178429,187.18,,,,,,,,,,,,,,,,,,,,187.18
442518,169.29,54.72,25.48,21.35,,,,,,,,,,,,,,,,,67.71
172545,77.30,60.45,,,,,,,,,,,,,,,,,,,68.88
298906,109.94,52.45,31.63,24.88,15.50,104.44,,,,,,,,,,,,,,,56.47
518522,27.50,18.95,,,,,,,,,,,,,,,,,,,23.23
358088,30.63,,,,,,,,,,,,,,,,,,,,30.63
204728,12.84,6.38,11.06,6.20,6.47,,,,,,,,,,,,,,,,8.59
449573,18.97,13.90,52.87,,,,,,,,,,,,,,,,,,28.58
300441,29.17,35.99,22.93,48.30,25.73,24.47,26.69,13.04,6.23,30.20,4.81,,,,,,,,,,24.32
347104,91.83,,,,,,,,,,,,,,,,,,,,91.83
129327,370.34,,,,,,,,,,,,,,,,,,,,370.34
422969,82.65,251.40,29.01,57.50,,,,,,,,,,,,,,,,,105.14
246396,216.55,121.57,25.33,85.24,65.11,82.40,44.61,,,,,,,,,,,,,,91.54
14698,191.34,111.88,,,,,,,,,,,,,,,,,,,151.61
484619,106.52,148.05,106.67,,,,,,,,,,,,,,,,,,120.41
258327,108.80,135.91,158.49,171.12,117.63,,,,,,,,,,,,,,,,138.39
369734,25.68,31.58,9.84,12.32,,,,,,,,,,,,,,,,,19.85
214453,108.65,19.55,29.69,,,,,,,,,,,,,,,,,,52.63
178048,147.48,,,,,,,,,,,,,,,,,,,,147.48
307280,41.94,23.53,21.90,,,,,,,,,,,,,,,,,,29.12
410522,229.63,,,,,,,,,,,,,,,,,,,,229.63
319907,134.33,,,,,,,,,,,,,,,,,,,,134.33
305170,44.38,41.63,50.69,24.51,26.70,19.99,13.79,11.86,,,,,,,,,,,,,29.19
224164,172.02,105.71,298.79,,,,,,,,,,,,,,,,,,192.17
248280,75.55,187.10,,,,,,,,,,,,,,,,,,,131.32
540575,73.44,97.08,103.55,48.90,80.90,,,,,,,,,,,,,,,,80.77
534347,104.19,86.91,,,,,,,,,,,,,,,,,,,95.55
417556,162.62,,,,,,,,,,,,,,,,,,,,162.62
30508,9.09,,,,,,,,,,,,,,,,,,,,9.09
27988,12.66,,,,,,,,,,,,,,,,,,,,12.66
234615,29.05,,,,,,,,,,,,,,,,,,,,29.05
432622,98.63,29.26,18.37,13.08,58.76,,,,,,,,,,,,,,,,43.62
290849,74.14,7.67,,,,,,,,,,,,,,,,,,,40.91
466913,192.97,18.95,21.50,19.81,,,,,,,,,,,,,,,,,63.31
272310,77.21,,,,,,,,,,,,,,,,,,,,77.21
411130,63.73,34.07,12.02,10.86,,,,,,,,,,,,,,,,,30.17
77027,191.63,,,,,,,,,,,,,,,,,,,,191.63
194638,20.55,20.00,15.87,21.21,10.70,,,,,,,,,,,,,,,,17.67
171139,463.48,,,,,,,,,,,,,,,,,,,,463.48
371153,61.42,,,,,,,,,,,,,,,,,,,,61.42
61266,47.46,29.64,43.27,26.62,14.66,17.39,27.81,19.04,14.77,6.33,15.53,35.09,,,,,,,,,24.80
495840,94.11,36.86,17.44,32.31,119.38,33.81,15.40,15.31,8.13,10.50,17.01,15.90,,,,,,,,,34.68
153008,108.60,66.35,48.09,,,,,,,,,,,,,,,,,,74.35
254600,85.68,98.15,146.02,120.54,,,,,,,,,,,,,,,,,112.60
463469,53.53,173.26,,,,,,,,,,,,,,,,,,,113.39
438688,115.58,34.82,31.37,9.23,12.50,25.32,13.96,8.77,18.43,,,,,,,,,,,,30.00
501358,9.08,9.68,8.38,3.99,,,,,,,,,,,,,,,,,7.78
500778,223.92,124.29,129.25,99.04,163.43,25.21,,,,,,,,,,,,,,,127.52
164727,33.54,38.88,,,,,,,,,,,,,,,,,,,36.21
315732,336.38,,,,,,,,,,,,,,,,,,,,336.38
202601,104.54,87.03,,,,,,,,,,,,,,,,,,,95.78
26488,187.43,74.04,30.19,29.65,20.03,24.56,26.69,7.18,6.57,,,,,,,,,,,,45.15
438620,27.57,10.64,9.12,7.60,,,,,,,,,,,,,,,,,13.73
61819,23.02,8.55,6.98,14.66,11.00,7.37,9.72,6.60,23.14,18.56,11.54,8.79,,,,,,,,,12.49
437660,18.41,9.66,11.52,8.84,10.10,7.27,5.98,4.75,5.72,7.01,6.46,20.31,9.11,,,,,,,,9.63
546408,176.49,,,,,,,,,,,,,,,,,,,,176.49
278673,152.50,173.19,,,,,,,,,,,,,,,,,,,162.84
171581,43.43,41.03,99.10,,,,,,,,,,,,,,,,,,61.19
233627,27.41,12.01,11.66,10.45,10.99,13.32,8.37,8.64,11.60,,,,,,,,,,,,12.72
103890,56.69,24.56,22.52,16.55,,,,,,,,,,,,,,,,,30.08
49175,13.70,3.79,,,,,,,,,,,,,,,,,,,8.74
545948,123.05,4.95,11.89,,,,,,,,,,,,,,,,,,46.63
20768,188.84,73.51,64.65,22.21,12.25,22.16,101.93,,,,,,,,,,,,,,69.36
196138,192.70,204.96,,,,,,,,,,,,,,,,,,,198.83
328217,399.83,,,,,,,,,,,,,,,,,,,,399.83
164698,108.39,51.73,11.75,21.21,56.82,,,,,,,,,,,,,,,,49.98
272159,19.29,,,,,,,,,,,,,,,,,,,,19.29
68663,93.74,13.64,21.53,11.79,7.12,6.62,14.02,8.82,14.22,8.05,10.62,3.63,7.27,329.00,,,,,,,39.29
460495,146.99,,,,,,,,,,,,,,,,,,,,146.99
38923,25.30,8.78,20.00,23.89,8.33,10.56,13.36,20.99,21.09,15.67,17.91,13.38,15.25,173.00,,,,,,,27.68
536607,257.03,7.46,,,,,,,,,,,,,,,,,,,132.24
410190,264.26,54.51,41.07,142.02,,,,,,,,,,,,,,,,,125.47
344520,26.72,133.95,,,,,,,,,,,,,,,,,,,80.33
554082,64.00,,,,,,,,,,,,,,,,,,,,64.00
50222,228.12,,,,,,,,,,,,,,,,,,,,228.12
291780,27.14,31.60,,,,,,,,,,,,,,,,,,,29.37
400430,169.29,67.78,,,,,,,,,,,,,,,,,,,118.53
8058,46.68,,,,,,,,,,,,,,,,,,,,46.68
187576,94.11,17.63,20.47,18.65,45.44,,,,,,,,,,,,,,,,39.26
37698,215.80,250.05,,,,,,,,,,,,,,,,,,,232.93
71182,132.86,,,,,,,,,,,,,,,,,,,,132.86
486718,241.13,65.27,,,,,,,,,,,,,,,,,,,153.20
132626,167.56,141.73,65.56,63.17,40.62,45.79,19.83,24.00,34.72,30.12,14.47,,,,,,,,,,58.87
432704,75.44,80.99,69.55,30.32,35.51,17.83,31.30,39.69,,,,,,,,,,,,,47.58
452682,272.52,,,,,,,,,,,,,,,,,,,,272.52
268313,119.75,72.69,,,,,,,,,,,,,,,,,,,96.22
302756,232.99,,,,,,,,,,,,,,,,,,,,232.99
6692,279.89,,,,,,,,,,,,,,,,,,,,279.89
232889,4.65,,,,,,,,,,,,,,,,,,,,4.65
168573,154.75,121.86,117.38,73.55,59.68,,,,,,,,,,,,,,,,105.44
343912,183.05,,,,,,,,,,,,,,,,,,,,183.05
30608,381.78,,,,,,,,,,,,,,,,,,,,381.78
196510,218.48,,,,,,,,,,,,,,,,,,,,218.48
559974,38.57,33.66,17.05,13.97,12.66,26.86,14.49,,,,,,,,,,,,,,22.47
26438,78.32,119.26,162.54,65.40,69.25,11.10,7.53,28.13,6.24,24.06,9.33,8.72,273.00,,,,,,,,66.38
506919,12.33,,,,,,,,,,,,,,,,,,,,12.33
226825,118.92,59.45,27.14,10.93,44.91,11.92,,,,,,,,,,,,,,,45.55
242847,74.90,128.95,,,,,,,,,,,,,,,,,,,101.92
13944,26.26,,,,,,,,,,,,,,,,,,,,26.26
404351,23.58,13.61,19.54,,,,,,,,,,,,,,,,,,18.91
253487,424.72,,,,,,,,,,,,,,,,,,,,424.72
411111,31.13,30.17,9.88,8.96,5.95,12.25,7.51,5.79,9.56,7.61,,,,,,,,,,,12.88
129565,197.12,99.15,55.93,106.24,102.86,124.58,82.91,90.06,88.94,64.43,,,,,,,,,,,101.22
261283,45.62,312.09,,,,,,,,,,,,,,,,,,,178.85
511231,73.79,16.60,7.98,8.35,,,,,,,,,,,,,,,,,26.68
421193,15.71,7.15,9.34,10.81,6.01,7.20,,,,,,,,,,,,,,,9.37
205756,211.50,145.17,,,,,,,,,,,,,,,,,,,178.33
458361,112.91,,,,,,,,,,,,,,,,,,,,112.91
567057,14.39,16.76,,,,,,,,,,,,,,,,,,,15.58
302514,33.20,,,,,,,,,,,,,,,,,,,,33.20
157586,542.83,130.40,,,,,,,,,,,,,,,,,,,336.62
227248,59.62,62.50,6.85,8.14,,,,,,,,,,,,,,,,,34.28
253281,4.10,,,,,,,,,,,,,,,,,,,,4.10
473070,104.14,10.01,9.71,9.30,5.64,53.60,34.55,26.74,3.95,,,,,,,,,,,,28.63
313263,279.08,,,,,,,,,,,,,,,,,,,,279.08
537408,175.64,,,,,,,,,,,,,,,,,,,,175.64
156701,56.51,52.81,,,,,,,,,,,,,,,,,,,54.66
103033,99.10,,,,,,,,,,,,,,,,,,,,99.10
227909,117.24,,,,,,,,,,,,,,,,,,,,117.24
467723,105.29,102.24,37.41,81.51,66.42,,,,,,,,,,,,,,,,78.57
134747,9.40,5.13,7.75,3.91,3.11,,,,,,,,,,,,,,,,5.86
316878,48.29,,,,,,,,,,,,,,,,,,,,48.29
51735,255.65,,,,,,,,,,,,,,,,,,,,255.65
579042,461.79,,,,,,,,,,,,,,,,,,,,461.79
435681,90.15,33.80,21.45,16.23,,,,,,,,,,,,,,,,,40.41
75174,137.74,119.65,,,,,,,,,,,,,,,,,,,128.69
87671,139.29,105.71,62.94,36.69,99.78,10.30,11.22,11.20,,,,,,,,,,,,,59.64
284910,192.83,,,,,,,,,,,,,,,,,,,,192.83
283257,166.19,134.63,83.93,83.21,206.28,99.35,,,,,,,,,,,,,,,128.93
115355,281.44,40.82,,,,,,,,,,,,,,,,,,,161.13
250357,129.12,,,,,,,,,,,,,,,,,,,,129.12
567797,360.00,,,,,,,,,,,,,,,,,,,,360.00
257044,21.57,19.85,25.49,39.57,28.05,14.17,21.24,42.85,,,,,,,,,,,,,26.60
448046,53.70,12.46,10.54,56.21,15.38,30.02,14.22,11.36,16.54,,,,,,,,,,,,24.49
23737,184.95,4.86,7.44,3.09,3.70,3.39,5.99,6.85,,,,,,,,,,,,,27.53
577421,69.54,88.53,,,,,,,,,,,,,,,,,,,79.03
90359,103.19,47.77,27.59,,,,,,,,,,,,,,,,,,59.52
53335,179.21,191.38,,,,,,,,,,,,,,,,,,,185.30
381301,27.71,15.95,9.48,,,,,,,,,,,,,,,,,,17.71
239644,434.43,,,,,,,,,,,,,,,,,,,,434.43
387401,40.35,56.71,10.78,13.07,11.87,22.06,5.48,,,,,,,,,,,,,,22.90
438946,27.06,11.34,,,,,,,,,,,,,,,,,,,19.20
1098,347.80,,,,,,,,,,,,,,,,,,,,347.80
477579,146.68,,,,,,,,,,,,,,,,,,,,146.68
581637,75.47,84.33,,,,,,,,,,,,,,,,,,,79.90
552565,170.96,,,,,,,,,,,,,,,,,,,,170.96
534975,96.00,87.69,,,,,,,,,,,,,,,,,,,91.84
114732,352.85,294.45,,,,,,,,,,,,,,,,,,,323.65
74110,10.70,9.09,,,,,,,,,,,,,,,,,,,9.89
381667,44.54,,,,,,,,,,,,,,,,,,,,44.54
171194,219.57,42.18,144.48,190.88,14.95,14.35,51.41,,,,,,,,,,,,,,96.83
140954,358.97,182.68,85.78,,,,,,,,,,,,,,,,,,209.14
450910,13.03,11.86,12.89,12.58,4.23,10.31,3.52,2.82,48.10,,,,,,,,,,,,13.26
185587,129.35,137.14,151.27,82.84,229.40,,,,,,,,,,,,,,,,146.00
80073,26.09,,,,,,,,,,,,,,,,,,,,26.09
509483,31.72,34.49,46.14,33.92,20.44,16.53,15.56,15.49,21.20,22.68,13.59,17.60,18.57,,,,,,,,23.69
41826,33.99,,,,,,,,,,,,,,,,,,,,33.99
111140,123.05,106.16,91.42,92.53,96.27,9.39,13.13,10.62,12.15,36.40,28.88,,,,,,,,,,56.36
500076,75.54,67.40,78.07,53.19,20.96,15.13,22.99,20.65,18.43,51.19,11.46,26.31,639.00,,,,,,,,84.64
475693,12.78,,,,,,,,,,,,,,,,,,,,12.78
77624,30.19,27.87,,,,,,,,,,,,,,,,,,,29.03
364879,149.64,,,,,,,,,,,,,,,,,,,,149.64
480741,477.93,378.61,210.34,,,,,,,,,,,,,,,,,,355.63
416266,62.50,90.95,,,,,,,,,,,,,,,,,,,76.72
560909,290.62,,,,,,,,,,,,,,,,,,,,290.62
185006,100.47,49.89,33.92,49.43,51.47,85.49,30.39,,,,,,,,,,,,,,57.29
447235,8.06,11.24,11.56,6.45,4.43,9.93,,,,,,,,,,,,,,,8.61
566938,18.25,15.13,20.85,13.80,13.68,14.46,12.48,11.32,16.83,20.48,8.03,34.58,20.13,501.00,,,,,,,51.50
562192,51.12,,,,,,,,,,,,,,,,,,,,51.12
156910,346.84,278.65,187.69,133.75,17.58,11.14,,,,,,,,,,,,,,,162.61
313694,383.73,,,,,,,,,,,,,,,,,,,,383.73
305577,58.04,49.27,58.70,62.23,58.88,25.63,29.76,56.95,42.56,,,,,,,,,,,,49.11
462567,157.36,,,,,,,,,,,,,,,,,,,,157.36
414389,112.86,,,,,,,,,,,,,,,,,,,,112.86
96589,122.84,90.17,65.05,31.22,,,,,,,,,,,,,,,,,77.32
228530,37.39,19.01,8.09,,,,,,,,,,,,,,,,,,21.50
577358,99.09,83.54,42.21,53.02,,,,,,,,,,,,,,,,,69.47
534314,53.55,48.49,17.47,26.61,17.31,230.25,12.74,11.95,40.70,118.58,21.33,11.28,33.77,634.00,,,,,,,91.29
173300,30.97,26.07,29.33,34.13,42.20,,,,,,,,,,,,,,,,32.54
328581,184.45,,,,,,,,,,,,,,,,,,,,184.45
445269,335.43,325.64,44.42,69.79,51.78,,,,,,,,,,,,,,,,165.41
268798,81.34,43.29,37.61,41.88,,,,,,,,,,,,,,,,,51.03
454219,84.17,11.98,15.30,,,,,,,,,,,,,,,,,,37.15
241911,207.94,199.87,,,,,,,,,,,,,,,,,,,203.91
495258,10.77,7.42,,,,,,,,,,,,,,,,,,,9.09
498570,37.24,20.73,23.33,66.75,34.36,26.16,58.07,9.86,23.96,14.86,,,,,,,,,,,31.53
513354,238.16,,,,,,,,,,,,,,,,,,,,238.16
109,21.24,18.19,4.55,6.29,9.19,,,,,,,,,,,,,,,,11.89
61674,176.17,55.78,31.07,27.83,38.80,24.23,45.44,30.14,34.90,22.41,55.43,14.21,22.42,,,,,,,,44.53
545226,255.28,,,,,,,,,,,,,,,,,,,,255.28
559891,217.71,118.12,,,,,,,,,,,,,,,,,,,167.92
20489,42.25,23.90,,,,,,,,,,,,,,,,,,,33.08
322738,102.31,29.57,29.92,40.72,45.75,,,,,,,,,,,,,,,,49.65
404698,240.94,,,,,,,,,,,,,,,,,,,,240.94
342812,19.96,39.46,22.04,25.17,35.18,81.87,,,,,,,,,,,,,,,37.28
147788,139.51,,,,,,,,,,,,,,,,,,,,139.51
361939,163.99,80.84,53.23,172.36,,,,,,,,,,,,,,,,,117.61
270596,337.55,,,,,,,,,,,,,,,,,,,,337.55
393091,196.13,206.31,97.08,143.46,109.88,,,,,,,,,,,,,,,,150.57
67439,13.90,,,,,,,,,,,,,,,,,,,,13.90
360991,125.23,130.88,,,,,,,,,,,,,,,,,,,128.06
524366,59.21,,,,,,,,,,,,,,,,,,,,59.21
568112,72.00,,,,,,,,,,,,,,,,,,,,72.00
340226,46.64,39.57,55.91,66.16,94.03,46.33,81.04,22.37,,,,,,,,,,,,,56.51
581031,68.35,20.66,14.31,11.87,,,,,,,,,,,,,,,,,28.80
401625,57.99,34.92,35.81,42.73,53.12,25.98,39.13,10.66,,,,,,,,,,,,,37.54
549527,168.82,,,,,,,,,,,,,,,,,,,,168.82
556003,66.38,44.73,25.46,53.34,26.48,16.54,,,,,,,,,,,,,,,38.82
324275,70.66,,,,,,,,,,,,,,,,,,,,70.66
95989,30.02,28.98,25.21,30.48,23.99,28.82,21.81,11.43,10.00,13.74,14.06,11.78,,,,,,,,,20.86
279476,326.39,,,,,,,,,,,,,,,,,,,,326.39
401778,22.48,17.38,15.31,9.88,10.79,8.12,8.01,,,,,,,,,,,,,,13.14
215201,132.84,,,,,,,,,,,,,,,,,,,,132.84
347524,39.45,21.06,76.92,14.21,,,,,,,,,,,,,,,,,37.91
555457,54.66,,,,,,,,,,,,,,,,,,,,54.66
527935,6.60,,,,,,,,,,,,,,,,,,,,6.60
58926,193.00,,,,,,,,,,,,,,,,,,,,193.00
128012,12.27,10.11,14.46,14.53,8.51,7.53,,,,,,,,,,,,,,,11.23
28231,333.42,,,,,,,,,,,,,,,,,,,,333.42
379666,191.59,101.95,,,,,,,,,,,,,,,,,,,146.77
495793,209.66,72.60,,,,,,,,,,,,,,,,,,,141.13
327448,7.03,4.91,,,,,,,,,,,,,,,,,,,5.97
274277,271.48,237.29,,,,,,,,,,,,,,,,,,,254.38
252069,108.53,406.81,251.44,,,,,,,,,,,,,,,,,,255.59
46169,11.52,7.10,12.52,13.86,,,,,,,,,,,,,,,,,11.25
253965,47.83,33.93,40.89,76.21,208.23,36.14,20.92,30.66,63.39,199.72,,,,,,,,,,,75.79
459763,17.74,35.76,14.73,95.04,38.18,41.59,31.35,25.30,15.74,29.00,10.55,20.36,638.00,,,,,,,,77.95
388980,236.73,,,,,,,,,,,,,,,,,,,,236.73
47194,21.87,,,,,,,,,,,,,,,,,,,,21.87
386074,12.12,9.11,7.75,17.39,20.62,9.90,6.22,29.98,,,,,,,,,,,,,14.14
469499,67.17,,,,,,,,,,,,,,,,,,,,67.17
80394,171.72,,,,,,,,,,,,,,,,,,,,171.72
153730,121.99,,,,,,,,,,,,,,,,,,,,121.99
259228,140.39,148.84,111.74,54.73,161.79,,,,,,,,,,,,,,,,123.50
238095,89.22,64.26,48.13,117.40,5.14,6.17,,,,,,,,,,,,,,,55.05
496372,145.54,125.12,130.52,28.96,15.53,45.30,25.39,14.56,28.31,14.99,15.53,13.32,17.24,272.00,,,,,,,63.74
289352,115.82,23.65,,,,,,,,,,,,,,,,,,,69.73
576705,352.72,,,,,,,,,,,,,,,,,,,,352.72
434381,7.72,7.04,,,,,,,,,,,,,,,,,,,7.38
480787,7.87,6.74,3.94,8.42,3.65,3.93,2.94,3.72,3.74,,,,,,,,,,,,4.99
57481,216.78,,,,,,,,,,,,,,,,,,,,216.78
292519,311.92,,,,,,,,,,,,,,,,,,,,311.92
466557,61.35,26.92,38.60,,,,,,,,,,,,,,,,,,42.29
229494,472.72,,,,,,,,,,,,,,,,,,,,472.72
166631,192.69,90.28,174.43,,,,,,,,,,,,,,,,,,152.47
290168,16.41,26.54,7.44,,,,,,,,,,,,,,,,,,16.80
510860,137.66,110.97,36.58,,,,,,,,,,,,,,,,,,95.07
107881,246.92,,,,,,,,,,,,,,,,,,,,246.92
213970,227.10,,,,,,,,,,,,,,,,,,,,227.10
460897,70.20,,,,,,,,,,,,,,,,,,,,70.20
311501,73.69,219.31,27.62,104.58,,,,,,,,,,,,,,,,,106.30
80422,15.84,9.79,16.03,10.81,7.98,,,,,,,,,,,,,,,,12.09
178485,510.33,,,,,,,,,,,,,,,,,,,,510.33
8055,143.14,33.61,15.61,35.15,,,,,,,,,,,,,,,,,56.88
207995,298.66,,,,,,,,,,,,,,,,,,,,298.66
479621,314.32,75.38,113.58,,,,,,,,,,,,,,,,,,167.76
169779,163.46,114.60,,,,,,,,,,,,,,,,,,,139.03
336414,134.07,,,,,,,,,,,,,,,,,,,,134.07
75927,28.02,24.39,,,,,,,,,,,,,,,,,,,26.20
22008,23.68,35.46,42.30,19.04,29.17,31.89,27.34,,,,,,,,,,,,,,29.84
99129,48.79,29.29,50.36,23.01,18.66,33.65,,,,,,,,,,,,,,,33.96
317407,151.75,,,,,,,,,,,,,,,,,,,,151.75
547419,201.71,,,,,,,,,,,,,,,,,,,,201.71
53405,221.71,,,,,,,,,,,,,,,,,,,,221.71
99632,148.76,130.20,146.57,10.87,4.97,14.46,12.00,9.99,,,,,,,,,,,,,59.73
35382,136.77,54.44,25.60,,,,,,,,,,,,,,,,,,72.27
404208,22.84,19.05,9.80,,,,,,,,,,,,,,,,,,17.23
310645,124.77,,,,,,,,,,,,,,,,,,,,124.77
222251,146.01,196.71,180.42,,,,,,,,,,,,,,,,,,174.38
468706,90.56,,,,,,,,,,,,,,,,,,,,90.56
227948,196.78,,,,,,,,,,,,,,,,,,,,196.78
455881,40.54,,,,,,,,,,,,,,,,,,,,40.54
444805,374.46,,,,,,,,,,,,,,,,,,,,374.46
191188,29.04,18.96,26.50,25.14,19.12,20.98,20.97,19.01,22.02,16.42,14.81,19.81,16.29,368.00,,,,,,,45.51
203867,486.20,87.67,46.97,53.60,132.67,26.70,122.23,,,,,,,,,,,,,,136.58
258761,119.60,,,,,,,,,,,,,,,,,,,,119.60
